time,area_bin,frequency,mu
20250426 5PM_#4,2650,0.030619787,0.452367423
20250426 5PM_#4,2750,0.022067364,0.452367423
20250426 5PM_#4,2850,0.015257101,0.452367423
20250426 5PM_#4,2950,0.011825573,0.452367423
20250426 5PM_#4,3050,0.009344314,0.452367423
20250426 5PM_#4,3150,0.006123957,0.452367423
20250426 5PM_#4,3250,0.004276212,0.452367423
20250426 5PM_#4,3350,0.003009186,0.452367423
20250426 5PM_#4,3450,0.001794953,0.452367423
20250427 5PM_#1,550,0.003903768,0.085297581
20250427 5PM_#1,650,0.004811621,0.085297581
20250427 5PM_#1,750,0.006627326,0.085297581
20250427 5PM_#1,850,0.008170676,0.085297581
20250427 5PM_#1,950,0.009623241,0.085297581
20250427 5PM_#1,1050,0.013345438,0.085297581
20250427 5PM_#1,1150,0.016749887,0.085297581
20250427 5PM_#1,1250,0.020880617,0.085297581
20250427 5PM_#1,1350,0.023740354,0.085297581
20250427 5PM_#1,1450,0.030776214,0.085297581
20250427 5PM_#1,1550,0.037176577,0.085297581
20250427 5PM_#1,1650,0.046935996,0.085297581
20250427 5PM_#1,1750,0.05197458,0.085297581
20250427 5PM_#1,1850,0.064049024,0.085297581
20250427 5PM_#1,1950,0.07135724,0.085297581
20250427 5PM_#1,2050,0.080299591,0.085297581
20250427 5PM_#1,2150,0.082342261,0.085297581
20250427 5PM_#1,2250,0.083340899,0.085297581
20250427 5PM_#1,2350,0.074126192,0.085297581
20250427 5PM_#1,2450,0.067317295,0.085297581
20250427 5PM_#1,2550,0.056967771,0.085297581
20250427 5PM_#1,2650,0.047389923,0.085297581
20250427 5PM_#1,2750,0.033681344,0.085297581
20250427 5PM_#1,2850,0.023649569,0.085297581
20250427 5PM_#1,2950,0.016205175,0.085297581
20250427 5PM_#1,3050,0.009577848,0.085297581
20250427 5PM_#1,3150,0.006718112,0.085297581
20250427 5PM_#1,3250,0.003994553,0.085297581
20250427 5PM_#1,3350,0.002496596,0.085297581
20250427 5PM_#1,3450,0.001770313,0.085297581
20250427 5PM_#3,550,0.005806477,0.089516598
20250427 5PM_#3,650,0.007014536,0.089516598
20250427 5PM_#3,750,0.008495382,0.089516598
20250427 5PM_#3,850,0.011885741,0.089516598
20250427 5PM_#3,950,0.014301859,0.089516598
20250427 5PM_#3,1050,0.017068703,0.089516598
20250427 5PM_#3,1150,0.020887728,0.089516598
20250427 5PM_#3,1250,0.024940571,0.089516598
20250427 5PM_#3,1350,0.027746386,0.089516598
20250427 5PM_#3,1450,0.032929348,0.089516598
20250427 5PM_#3,1550,0.036787343,0.089516598
20250427 5PM_#3,1650,0.044191575,0.089516598
20250427 5PM_#3,1750,0.049491446,0.089516598
20250427 5PM_#3,1850,0.059818401,0.089516598
20250427 5PM_#3,1950,0.065469,0.089516598
20250427 5PM_#3,2050,0.069560812,0.089516598
20250427 5PM_#3,2150,0.072288687,0.089516598
20250427 5PM_#3,2250,0.070067417,0.089516598
20250427 5PM_#3,2350,0.065819726,0.089516598
20250427 5PM_#3,2450,0.054635439,0.089516598
20250427 5PM_#3,2550,0.04910175,0.089516598
20250427 5PM_#3,2650,0.040567398,0.089516598
20250427 5PM_#3,2750,0.03378668,0.089516598
20250427 5PM_#3,2850,0.028252991,0.089516598
20250427 5PM_#3,2950,0.023031059,0.089516598
20250427 5PM_#3,3050,0.020653911,0.089516598
20250427 5PM_#3,3150,0.015431978,0.089516598
20250427 5PM_#3,3250,0.011573984,0.089516598
20250427 5PM_#3,3350,0.009586532,0.089516598
20250427 5PM_#3,3450,0.008807139,0.089516598
20250427 5PM_#4,550,0.004471924,0.136682987
20250427 5PM_#4,650,0.004744128,0.136682987
20250427 5PM_#4,750,0.007543942,0.136682987
20250427 5PM_#4,850,0.008982734,0.136682987
20250427 5PM_#4,950,0.01186032,0.136682987
20250427 5PM_#4,1050,0.013687976,0.136682987
20250427 5PM_#4,1150,0.016448903,0.136682987
20250427 5PM_#4,1250,0.01889874,0.136682987
20250427 5PM_#4,1350,0.023448437,0.136682987
20250427 5PM_#4,1450,0.029242495,0.136682987
20250427 5PM_#4,1550,0.032936693,0.136682987
20250427 5PM_#4,1650,0.041958314,0.136682987
20250427 5PM_#4,1750,0.051329911,0.136682987
20250427 5PM_#4,1850,0.059262716,0.136682987
20250427 5PM_#4,1950,0.061712552,0.136682987
20250427 5PM_#4,2050,0.065484523,0.136682987
20250427 5PM_#4,2150,0.066456681,0.136682987
20250427 5PM_#4,2250,0.061245917,0.136682987
20250427 5PM_#4,2350,0.059690465,0.136682987
20250427 5PM_#4,2450,0.052652045,0.136682987
20250427 5PM_#4,2550,0.051563229,0.136682987
20250427 5PM_#4,2650,0.044369264,0.136682987
20250427 5PM_#4,2750,0.043241562,0.136682987
20250427 5PM_#4,2850,0.037253072,0.136682987
20250427 5PM_#4,2950,0.035230985,0.136682987
20250427 5PM_#4,3050,0.026637113,0.136682987
20250427 5PM_#4,3150,0.024537253,0.136682987
20250427 5PM_#4,3250,0.018820967,0.136682987
20250427 5PM_#4,3350,0.014582361,0.136682987
20250427 5PM_#4,3450,0.011704775,0.136682987
20250428 9AM_#1,550,0.00482616,-0.071691928
20250428 9AM_#1,650,0.006500542,-0.071691928
20250428 9AM_#1,750,0.007189993,-0.071691928
20250428 9AM_#1,850,0.009455333,-0.071691928
20250428 9AM_#1,950,0.009947799,-0.071691928
20250428 9AM_#1,1050,0.015512656,-0.071691928
20250428 9AM_#1,1150,0.01546341,-0.071691928
20250428 9AM_#1,1250,0.017531764,-0.071691928
20250428 9AM_#1,1350,0.021569979,-0.071691928
20250428 9AM_#1,1450,0.024475524,-0.071691928
20250428 9AM_#1,1550,0.026790111,-0.071691928
20250428 9AM_#1,1650,0.031419285,-0.071691928
20250428 9AM_#1,1750,0.035802226,-0.071691928
20250428 9AM_#1,1850,0.038461538,-0.071691928
20250428 9AM_#1,1950,0.045750025,-0.071691928
20250428 9AM_#1,2050,0.05220132,-0.071691928
20250428 9AM_#1,2150,0.056535014,-0.071691928
20250428 9AM_#1,2250,0.060819462,-0.071691928
20250428 9AM_#1,2350,0.069683837,-0.071691928
20250428 9AM_#1,2450,0.069733084,-0.071691928
20250428 9AM_#1,2550,0.070767261,-0.071691928
20250428 9AM_#1,2650,0.06766473,-0.071691928
20250428 9AM_#1,2750,0.061607407,-0.071691928
20250428 9AM_#1,2850,0.054959125,-0.071691928
20250428 9AM_#1,2950,0.045011327,-0.071691928
20250428 9AM_#1,3050,0.030877573,-0.071691928
20250428 9AM_#1,3150,0.0212745,-0.071691928
20250428 9AM_#1,3250,0.014429233,-0.071691928
20250428 9AM_#1,3350,0.007928691,-0.071691928
20250428 9AM_#1,3450,0.00581109,-0.071691928
20250428 9AM_#3,550,0.006737497,0.036039936
20250428 9AM_#3,650,0.008995669,0.036039936
20250428 9AM_#3,750,0.011920187,0.036039936
20250428 9AM_#3,850,0.014844704,0.036039936
20250428 9AM_#3,950,0.017065857,0.036039936
20250428 9AM_#3,1050,0.017510088,0.036039936
20250428 9AM_#3,1150,0.020286529,0.036039936
20250428 9AM_#3,1250,0.022026432,0.036039936
20250428 9AM_#3,1350,0.026505756,0.036039936
20250428 9AM_#3,1450,0.031170177,0.036039936
20250428 9AM_#3,1550,0.036426906,0.036039936
20250428 9AM_#3,1650,0.043682671,0.036039936
20250428 9AM_#3,1750,0.049753822,0.036039936
20250428 9AM_#3,1850,0.058638433,0.036039936
20250428 9AM_#3,1950,0.064783623,0.036039936
20250428 9AM_#3,2050,0.068633621,0.036039936
20250428 9AM_#3,2150,0.0724466,0.036039936
20250428 9AM_#3,2250,0.065412949,0.036039936
20250428 9AM_#3,2350,0.060859586,0.036039936
20250428 9AM_#3,2450,0.053011513,0.036039936
20250428 9AM_#3,2550,0.047717766,0.036039936
20250428 9AM_#3,2650,0.040091808,0.036039936
20250428 9AM_#3,2750,0.034724022,0.036039936
20250428 9AM_#3,2850,0.029430274,0.036039936
20250428 9AM_#3,2950,0.024580757,0.036039936
20250428 9AM_#3,3050,0.020952875,0.036039936
20250428 9AM_#3,3150,0.017584126,0.036039936
20250428 9AM_#3,3250,0.014363455,0.036039936
20250428 9AM_#3,3350,0.011142783,0.036039936
20250428 9AM_#3,3450,0.008699515,0.036039936
20250428 9AM_#4,550,0.006384164,-0.026787316
20250428 9AM_#4,650,0.00998329,-0.026787316
20250428 9AM_#4,750,0.012382707,-0.026787316
20250428 9AM_#4,850,0.01812417,-0.026787316
20250428 9AM_#4,950,0.021894683,-0.026787316
20250428 9AM_#4,1050,0.021680449,-0.026787316
20250428 9AM_#4,1150,0.022880158,-0.026787316
20250428 9AM_#4,1250,0.021251982,-0.026787316
20250428 9AM_#4,1350,0.022023223,-0.026787316
20250428 9AM_#4,1450,0.020694974,-0.026787316
20250428 9AM_#4,1550,0.025793736,-0.026787316
20250428 9AM_#4,1650,0.029350015,-0.026787316
20250428 9AM_#4,1750,0.03256352,-0.026787316
20250428 9AM_#4,1850,0.036291186,-0.026787316
20250428 9AM_#4,1950,0.041304255,-0.026787316
20250428 9AM_#4,2050,0.04648871,-0.026787316
20250428 9AM_#4,2150,0.051416085,-0.026787316
20250428 9AM_#4,2250,0.05437251,-0.026787316
20250428 9AM_#4,2350,0.053944042,-0.026787316
20250428 9AM_#4,2450,0.053644115,-0.026787316
20250428 9AM_#4,2550,0.054201123,-0.026787316
20250428 9AM_#4,2650,0.05068769,-0.026787316
20250428 9AM_#4,2750,0.049402288,-0.026787316
20250428 9AM_#4,2850,0.047474185,-0.026787316
20250428 9AM_#4,2950,0.043832212,-0.026787316
20250428 9AM_#4,3050,0.037319508,-0.026787316
20250428 9AM_#4,3150,0.036419727,-0.026787316
20250428 9AM_#4,3250,0.030549724,-0.026787316
20250428 9AM_#4,3350,0.026822058,-0.026787316
20250428 9AM_#4,3450,0.020823514,-0.026787316
