time,condition_type,condition_value,area_bin,frequency
day3,temperature,22,3050,0.0020568196426275
day3,temperature,22,3150,0.0003856536829926
day3,temperature,22,3250,0.0006427561383211
day3,temperature,22,3350,0.0006427561383211
day3,temperature,22,3450,0.0005142049106568
day4,temperature,22,550,0.0098291821738715
day4,temperature,22,650,0.0109743296116041
day4,temperature,22,750,0.015173203549957
day4,temperature,22,850,0.0165092088939784
day4,temperature,22,950,0.0156503483156789
day4,temperature,22,1050,0.0253841015364061
day4,temperature,22,1150,0.0354995705697108
day4,temperature,22,1250,0.0547762191048764
day4,temperature,22,1350,0.0790151732035499
day4,temperature,22,1450,0.0965741005821166
day4,temperature,22,1550,0.1094570092566084
day4,temperature,22,1650,0.1059261379902662
day4,temperature,22,1750,0.0985781085981486
day4,temperature,22,1850,0.0772020230938066
day4,temperature,22,1950,0.0626968222158602
day4,temperature,22,2050,0.0538219295734325
day4,temperature,22,2150,0.0367401469605878
day4,temperature,22,2250,0.025861246302128
day4,temperature,22,2350,0.0170817826128447
day4,temperature,22,2450,0.0146960587842351
day4,temperature,22,2550,0.0115469033304704
day4,temperature,22,2650,0.0077297452046951
day4,temperature,22,2750,0.0054394503292298
day4,temperature,22,2850,0.0050577345166523
day4,temperature,22,2950,0.0024811527817539
day4,temperature,22,3050,0.0020994369691764
day4,temperature,22,3150,0.0010497184845882
day4,temperature,22,3250,0.0010497184845882
day4,temperature,22,3350,0.0012405763908769
day4,temperature,22,3450,0.0008588605782994
day5,temperature,22,550,0.0095802344636329
day5,temperature,22,650,0.0122274045127946
day5,temperature,22,750,0.0121013487961679
day5,temperature,22,850,0.0131097945291818
day5,temperature,22,950,0.0180259674776251
day5,temperature,22,1050,0.0249590318920963
day5,temperature,22,1150,0.0437413336694819
day5,temperature,22,1250,0.0683221984116979
day5,temperature,22,1350,0.0971889575192234
day5,temperature,22,1450,0.1076515819992436
day5,temperature,22,1550,0.1109290306315391
day5,temperature,22,1650,0.1003403504348922
day5,temperature,22,1750,0.0917685617042732
day5,temperature,22,1850,0.0734904827933946
day5,temperature,22,1950,0.0591201310979452
day5,temperature,22,2050,0.0465145594352703
day5,temperature,22,2150,0.0294970376906592
day5,temperature,22,2250,0.022059750409681
day5,temperature,22,2350,0.0146224631287028
day5,temperature,22,2450,0.0124795159460481
day5,temperature,22,2550,0.0088239001638724
day5,temperature,22,2650,0.0075633429976049
day5,temperature,22,2750,0.0040337829320559
day5,temperature,22,2850,0.0027732257657884
day5,temperature,22,2950,0.0028992814824152
day5,temperature,22,3050,0.0015126685995209
day5,temperature,22,3150,0.0013866128828942
day5,temperature,22,3250,0.0007563342997604
day5,temperature,22,3350,0.0017647800327744
day5,temperature,22,3450,0.0007563342997604
day6,temperature,22,550,0.0108775540202851
day6,temperature,22,650,0.0118330148463912
day6,temperature,22,750,0.0158018521240629
day6,temperature,22,850,0.0180802587093929
day6,temperature,22,950,0.0295457886226664
day6,temperature,22,1050,0.0476995443186829
day6,temperature,22,1150,0.0748199323827723
day6,temperature,22,1250,0.1042187270321916
day6,temperature,22,1350,0.1170806996913126
day6,temperature,22,1450,0.125973835072762
day6,temperature,22,1550,0.1110539467881816
day6,temperature,22,1650,0.0884168749081287
day6,temperature,22,1750,0.0709980890783477
day6,temperature,22,1850,0.0593855651918271
day6,temperature,22,1950,0.0396883727767161
day6,temperature,22,2050,0.0294722916360429
day6,temperature,22,2150,0.0176392767896516
day6,temperature,22,2250,0.0116125238865206
day6,temperature,22,2350,0.0058062619432603
day6,temperature,22,2450,0.0041158312509187
day6,temperature,22,2550,0.0027193885050712
day6,temperature,22,2650,0.000808466852859
day6,temperature,22,2750,0.0006614728796119
day6,temperature,22,2850,0.0003674849331177
day6,temperature,22,2950,0.0006614728796119
day6,temperature,22,3050,0.0002204909598706
day6,temperature,22,3150,0.000146993973247
day6,temperature,22,3250,0.000146993973247
day6,temperature,22,3350,0.0
day6,temperature,22,3450,0.000146993973247
