sequence,image,label,area,perimeter,aspect_ratio,max_diameter
39,11454_mask.png,17,1714.0,152.95331880577405,1.0348718208656638,47.8539444560216
40,11454_mask.png,18,1379.0,137.29646455628165,1.090877628194484,43.41658669218482
41,11454_mask.png,19,1534.0,146.12489168102786,1.0242619953418732,44.68780594300866
42,11454_mask.png,20,1642.0,148.12489168102786,1.061829234275263,46.87216658103186
43,11454_mask.png,21,1490.0,144.12489168102786,1.1552759034587377,46.647615158762406
44,11454_mask.png,22,1041.0,121.05382386916236,1.1463720703983196,39.05124837953327
45,11454_mask.png,23,770.0,113.84062043356592,1.651087351907881,42.1070065428546
46,11454_mask.png,24,1771.0,154.12489168102786,1.0189277816074993,48.02082881417188
47,11454_mask.png,25,1500.0,143.0538238691624,1.0937974359558902,44.94441010848846
48,11454_mask.png,26,1281.0,131.63961030678928,1.013492295112622,40.718546143004666
49,11454_mask.png,27,1789.0,156.12489168102783,1.065229567485738,49.09175083453431
50,11454_mask.png,28,479.0,98.76955262170048,2.3530734371532875,39.11521443121589
51,11454_mask.png,29,2045.0,166.61017305526642,1.0284386574732522,51.85556864985669
52,11454_mask.png,30,1592.0,147.53910524340094,1.012579071635522,45.22167621838005
53,11454_mask.png,31,2129.0,170.26702730475878,1.0319914735965026,52.773099207835045
54,11455_mask.png,1,2111.0,171.98275605729688,1.1653896315967458,55.44366510251645
55,11455_mask.png,2,684.0,110.76955262170048,2.3595097414889463,45.17742799230607
56,11455_mask.png,3,1830.0,156.71067811865476,1.0590498616504185,49.8196748283246
57,11455_mask.png,4,912.0,112.08326112068522,1.3591951937439506,40.36087214122113
58,11455_mask.png,5,1642.0,149.05382386916236,1.0285711517694622,46.647615158762406
59,11455_mask.png,6,1803.0,155.29646455628165,1.0250745568911015,48.91829923454004
60,11455_mask.png,7,1502.0,141.29646455628165,1.0217278221960024,44.10215414239989
61,11455_mask.png,8,1886.0,159.1959594928933,1.0302282405278276,49.4064773081425
62,11455_mask.png,9,2255.0,174.0243866176395,1.0495122983678593,55.0
63,11455_mask.png,10,1633.0,148.12489168102786,1.044678668207038,46.22769732530488
64,11455_mask.png,11,1477.0,140.46803743153546,1.037350577196244,43.9089968002003
65,11455_mask.png,12,2762.0,194.50966799187808,1.0109178378844277,60.03332407921454
66,11455_mask.png,13,1506.0,142.46803743153546,1.0634765531633326,44.9221548904324
67,11455_mask.png,14,1624.0,148.12489168102786,1.0167704729186655,46.09772228646444
68,11455_mask.png,15,1573.0,146.12489168102786,1.0266210528281876,45.22167621838005
69,11455_mask.png,16,1152.0,132.18376618407356,1.6223949057313634,47.29693436154187
70,11455_mask.png,17,1833.0,158.36753236814712,1.1144189740034751,51.22499389946279
71,11455_mask.png,18,1531.0,143.88225099390854,1.0399476856778982,45.22167621838005
72,11455_mask.png,19,1914.0,162.61017305526642,1.082354129055119,51.0881590977792
73,11455_mask.png,20,1937.0,163.36753236814712,1.0713988185342054,50.80354318352215
74,11455_mask.png,21,2157.0,170.8528137423857,1.0343536102405924,53.16013544000805
75,11455_mask.png,22,2142.0,170.36753236814712,1.0494263968274409,52.952809179494906
76,11455_mask.png,23,2662.0,201.48023074035524,1.668194147307284,75.66372975210778
77,11455_mask.png,24,1698.0,151.53910524340094,1.0219773067199531,46.87216658103186
78,11455_mask.png,25,1867.0,158.36753236814712,1.0369686028095224,49.73932046178355
79,11455_mask.png,26,1536.0,144.12489168102783,1.0167491904155104,44.77722635447622
80,11455_mask.png,27,1849.0,158.95331880577402,1.0352806106220511,49.57822102496216
81,11455_mask.png,28,1483.0,141.88225099390854,1.0875940595073017,45.45327270945405
82,11455_mask.png,29,1832.0,157.88225099390854,1.0597818874589104,50.24937810560445
83,11455_mask.png,30,2085.0,169.1959594928933,1.0523361142654046,53.0754180388624
84,11455_mask.png,31,1542.0,144.71067811865476,1.0320547524368369,45.12205669071391
85,11455_mask.png,32,1638.0,148.71067811865476,1.0227553240817977,46.32493928760188
86,11455_mask.png,33,1060.0,138.08326112068522,2.174777660477432,54.147945482723536
87,11456_mask.png,1,1222.0,136.66904755831214,1.633160098716943,49.25444142409901
88,11456_mask.png,2,206.0,65.79898987322332,3.225618635968942,29.017236257093817
89,11456_mask.png,3,2019.0,166.0243866176395,1.0465798558568369,51.97114584074513
90,11456_mask.png,4,1864.0,159.1959594928933,1.0367621329062555,50.0
91,11456_mask.png,5,1874.0,159.4386001800126,1.030674415721119,49.64876634922564
92,11456_mask.png,6,2304.0,177.4386001800126,1.024439964379689,54.81788029466298
93,11456_mask.png,7,1839.0,157.53910524340094,1.008732263449222,48.82622246293481
94,11456_mask.png,8,1672.0,150.71067811865476,1.0637793225718997,47.43416490252569
95,11456_mask.png,9,2478.0,184.50966799187808,1.0140234710889586,56.60388679233962
96,11456_mask.png,10,1637.0,148.12489168102786,1.0236463414187114,46.14108798023731
97,11456_mask.png,11,1840.0,159.19595949289334,1.0710328287414614,50.60632371551998
98,11456_mask.png,12,1918.0,161.78174593052023,1.0747839433149402,50.80354318352215
99,11456_mask.png,13,1467.0,142.12489168102786,1.0554925616644395,44.40720662234904
100,11456_mask.png,14,1905.0,159.78174593052023,1.004233604300494,49.47726750741192
101,11456_mask.png,15,1710.0,152.71067811865476,1.088505764369824,48.60041152089147
102,11456_mask.png,16,1777.0,158.2670273047588,1.335797998668225,56.08921464952064
103,11456_mask.png,17,2127.0,170.8528137423857,1.055022462261152,53.25410782277739
104,11456_mask.png,18,1851.0,157.4386001800126,1.0454526260219388,49.47726750741192
105,11456_mask.png,19,1345.0,138.12489168102786,1.3003497131668296,46.87216658103186
106,11456_mask.png,20,1072.0,119.9827560572969,1.0951323543549076,38.62641583165593
107,11456_mask.png,21,1898.0,160.61017305526642,1.0148974493916776,49.72926703662542
108,11456_mask.png,22,667.0,95.49747468305831,1.2049949967119506,32.01562118716424
109,11456_mask.png,23,91.0,32.97056274847714,1.041478718753988,10.44030650891055
110,11456_mask.png,24,280.0,59.45584412271571,1.0498697216348936,19.72308292331602
111,11456_mask.png,25,1791.0,155.53910524340094,1.0409711359459617,49.24428900898052
112,11456_mask.png,26,1481.0,142.12489168102783,1.0668983707103274,44.68780594300866
113,11456_mask.png,27,2197.0,172.0243866176395,1.0349559611523529,53.60037313302959
114,11457_mask.png,1,1938.0,162.2670273047588,1.0305616039289505,50.24937810560445
115,11457_mask.png,2,1668.0,149.53910524340094,1.0709928429822229,47.43416490252569
116,11457_mask.png,3,1642.0,149.29646455628165,1.035388984080221,47.16990566028302
117,11457_mask.png,4,1342.0,134.46803743153546,1.1002392957961045,43.04648650006177
118,11457_mask.png,5,2320.0,177.6812408671319,1.0279859444941342,55.15432893255071
119,11457_mask.png,6,2076.0,168.8528137423857,1.067059160428073,52.773099207835045
120,11457_mask.png,7,1692.0,152.71067811865476,1.056578612544654,47.63402145525821
121,11457_mask.png,8,1888.0,159.78174593052023,1.0440522988526368,49.8196748283246
122,11457_mask.png,9,2256.0,181.9238815542512,1.3110016019473285,60.60528029800704
123,11457_mask.png,10,1642.0,149.19595949289334,1.0279616837845649,46.17358552246078
124,11457_mask.png,11,2601.0,188.2670273047588,1.0690107682879009,60.166435825965294
125,11457_mask.png,12,2506.0,185.33809511662423,1.1060105975247574,59.43904440685432
126,11457_mask.png,13,1481.0,148.66904755831212,1.499679035430329,51.62363799656123
127,11457_mask.png,14,2004.0,165.4386001800126,1.082621205966418,52.15361924162119
128,11457_mask.png,15,2071.0,167.4386001800126,1.0347968202302211,52.392747589718944
129,11457_mask.png,16,1990.0,163.19595949289334,1.0089187338137429,50.69516742254631
130,11457_mask.png,17,1587.0,146.12489168102786,1.0559636866607334,46.09772228646444
131,11457_mask.png,18,1746.0,152.95331880577402,1.0101798662127983,47.53945729601885
132,11457_mask.png,19,1658.0,150.12489168102786,1.0323045859664637,46.51881339845203
133,11457_mask.png,20,1589.0,146.12489168102783,1.0491586228602257,46.32493928760188
134,11457_mask.png,21,2448.0,183.3380951166243,1.034870563121294,56.88585061331157
135,11457_mask.png,22,2100.0,168.61017305526642,1.0237675644374378,52.92447448959697
136,11457_mask.png,23,2014.0,164.95331880577402,1.0066633202050588,51.31276644267
137,11457_mask.png,24,1904.0,160.0243866176395,1.029097035992432,50.69516742254631
138,11457_mask.png,25,1788.0,155.78174593052023,1.0228048852183815,48.373546489791295
139,11457_mask.png,26,1477.0,141.88225099390854,1.0661925717656673,45.0
140,11457_mask.png,27,1493.0,141.39696961967,1.0356562642059763,44.82186966202994
141,11457_mask.png,28,1034.0,117.9827560572969,1.151039658463719,38.62641583165593
142,11457_mask.png,29,1550.0,144.71067811865476,1.0836519103180773,45.70557952810576
143,11457_mask.png,30,2319.0,176.2670273047588,1.0167109190559749,55.08175741568164
144,11457_mask.png,31,960.0,113.49747468305831,1.0988977994453408,36.40054944640259
145,11458_mask.png,1,908.0,121.84062043356592,1.8010303940139296,46.17358552246078
146,11458_mask.png,2,2288.0,175.4386001800126,1.013826490702333,54.3415126767741
147,11458_mask.png,3,1098.0,129.01219330881975,1.5834641051906213,46.09772228646444
148,11458_mask.png,4,2114.0,169.6812408671319,1.0404058471965634,52.80151512977634
149,11458_mask.png,5,2520.0,185.58073580374355,1.0285397185647474,58.215118311311535
150,11458_mask.png,6,1628.0,148.46803743153546,1.1187951163459724,48.41487374764082
151,11458_mask.png,7,1989.0,165.4386001800126,1.0303160180967317,51.0881590977792
152,11458_mask.png,8,1499.0,142.71067811865476,1.0696304494479325,45.5411901469428
153,11458_mask.png,9,1705.0,151.29646455628165,1.0329016043969734,47.29693436154187
154,11458_mask.png,10,1848.0,157.53910524340094,1.0255225893949875,49.76946855251722
155,11458_mask.png,11,1573.0,145.88225099390854,1.018874799922349,45.5411901469428
156,11458_mask.png,12,1929.0,162.02438661763952,1.034541474538438,50.15974481593781
157,11458_mask.png,13,1596.0,148.12489168102786,1.0695698244888592,46.86149805543992
158,11458_mask.png,14,1868.0,159.78174593052023,1.0224698885779375,49.4064773081425
159,11458_mask.png,15,1197.0,127.05382386916236,1.0809771313734229,40.0
160,11458_mask.png,16,404.0,93.76955262170048,1.3403324656951985,27.892651361962702
161,11458_mask.png,17,646.0,112.5269119345812,2.650995694664474,47.09564735726647
162,11458_mask.png,18,1766.0,155.19595949289334,1.0834909708017124,49.25444142409901
163,11458_mask.png,19,1780.0,154.36753236814712,1.03485324731358,48.25971404805462
164,11458_mask.png,20,1682.0,151.29646455628165,1.0208470032516308,46.87216658103186
165,11458_mask.png,21,1154.0,137.29646455628165,1.5091897179368388,47.20169488482379
166,11458_mask.png,22,1151.0,123.98275605729688,1.0572741869790434,39.05124837953327
167,11458_mask.png,23,1824.0,160.0538238691624,1.028083891099604,50.60632371551998
168,11458_mask.png,24,2618.0,189.09545442950497,1.0309136193989912,58.463663928973865
169,11458_mask.png,25,1604.0,147.29646455628165,1.0142892616475934,45.60701700396552
170,11458_mask.png,26,1815.0,157.19595949289334,1.0172835643283744,49.09175083453431
171,11458_mask.png,27,1403.0,142.71067811865476,1.4651108710977594,49.39635614091387
172,11458_mask.png,28,2078.0,168.8528137423857,1.0854683835302426,53.0
173,11458_mask.png,29,1680.0,150.95331880577402,1.0463870896607064,47.16990566028302
174,11458_mask.png,30,2881.0,208.06601717798213,1.5066815031947576,73.53910524340094
175,11458_mask.png,31,2725.0,221.68124086713183,2.133755285931677,81.39410298049853
176,11458_mask.png,32,1507.0,146.22539674441617,1.0758951929866851,45.60701700396552
177,11458_mask.png,33,1452.0,139.88225099390854,1.1174136983965304,45.0
178,11458_mask.png,34,1732.0,154.46803743153546,1.1004915836649247,48.70318264754368
179,11458_mask.png,35,1447.0,140.71067811865476,1.061760593707037,44.64302857109943
180,11459_mask.png,1,1503.0,141.63961030678928,1.055140192339354,45.0
181,11459_mask.png,2,2329.0,178.2670273047588,1.0411067587465972,55.7584074378026
182,11459_mask.png,3,1479.0,141.88225099390854,1.0286110000870707,43.965895873961216
183,11459_mask.png,4,1748.0,153.19595949289334,1.0021498914400069,47.53945729601885
184,11459_mask.png,5,1371.0,136.22539674441617,1.076865115290926,42.7551166528639
185,11459_mask.png,6,1578.0,146.12489168102786,1.0433854326724052,45.5411901469428
186,11459_mask.png,7,1943.0,162.95331880577402,1.0266719501264707,50.60632371551998
187,11459_mask.png,8,1871.0,158.95331880577405,1.0498228540105954,49.76946855251722
188,11459_mask.png,9,1971.0,163.53910524340094,1.1225466786313902,53.60037313302959
189,11459_mask.png,10,1512.0,142.71067811865476,1.1030327594298703,45.803929962395145
190,11459_mask.png,11,1544.0,145.53910524340094,1.1219959811315787,46.647615158762406
191,11459_mask.png,12,1283.0,133.88225099390854,1.236372878512362,44.82186966202994
192,11459_mask.png,13,2198.0,174.61017305526642,1.1443096183117272,56.29387178015028
193,11459_mask.png,14,1636.0,149.53910524340094,1.026692262807214,47.12748667179272
194,11459_mask.png,15,2018.0,166.95331880577402,1.0744610659227205,51.78802950489621
195,11459_mask.png,16,2079.0,169.09545442950497,1.0973869619000782,54.45181356024793
196,11459_mask.png,17,2061.0,167.1959594928933,1.0312326734025596,51.97114584074513
197,11459_mask.png,18,2326.0,177.6812408671319,1.0168163010963345,54.81788029466298
198,11459_mask.png,19,2194.0,172.0243866176395,1.0496145780286474,54.08326913195984
199,11459_mask.png,20,1975.0,164.8528137423857,1.0165961863814166,51.47815070493501
200,11459_mask.png,21,2039.0,166.0243866176395,1.051560598932183,52.009614495783374
201,11459_mask.png,22,1319.0,133.88225099390857,1.097804618244572,42.43819034784589
202,11459_mask.png,23,1835.0,157.19595949289334,1.0430160231878591,49.33558553417604
203,11459_mask.png,24,2092.0,175.29646455628165,1.3766277179119994,59.682493245507096
204,11459_mask.png,25,1432.0,142.3259018078045,1.4005391874427109,49.72926703662542
205,11459_mask.png,26,1576.0,212.6335136523794,4.384427982132941,85.0
206,11459_mask.png,27,524.0,95.0477272147525,1.833012403505947,36.22154055254967
207,11460_mask.png,1,1205.0,140.66904755831212,1.9228441749880771,53.60037313302959
208,11460_mask.png,2,1374.0,134.8111831820431,1.0511448446514868,42.5440947723653
209,11460_mask.png,3,2378.0,179.33809511662426,1.0235764843142834,55.731499172371095
210,11460_mask.png,4,1679.0,154.0243866176395,1.06634701969227,48.0936586256442
211,11460_mask.png,5,2115.0,169.4386001800126,1.0744500896438631,53.85164807134504
212,11460_mask.png,6,1780.0,157.53910524340094,1.0239452916322096,48.87739763939975
213,11460_mask.png,7,1891.0,159.19595949289334,1.0586327412671803,50.69516742254631
214,11460_mask.png,8,1621.0,148.95331880577405,1.0257550440097896,45.89117562233506
215,11460_mask.png,9,1205.0,127.05382386916236,1.050184781476455,40.311288741492746
216,11460_mask.png,10,1628.0,148.71067811865476,1.006076735600161,46.04345773288535
217,11460_mask.png,11,1094.0,129.88225099390854,1.5072789981097732,45.48626166217664
218,11460_mask.png,12,1972.0,164.0243866176395,1.0149060058761827,50.566787519082126
219,11460_mask.png,13,1957.0,163.5391052434009,1.0262411946852514,51.0
220,11460_mask.png,14,1935.0,161.19595949289334,1.061901725459107,50.99019513592785
221,11460_mask.png,15,1577.0,147.78174593052023,1.0587681321670672,46.87216658103186
222,11460_mask.png,16,2346.0,178.2670273047588,1.015866344006769,55.569775957799216
223,11460_mask.png,17,1413.0,137.63961030678928,1.0344050042829458,43.04648650006177
224,11460_mask.png,18,1965.0,163.12489168102786,1.1009084989357136,52.69724850502159
225,11460_mask.png,19,1731.0,153.29646455628165,1.087121943098048,49.04079934095692
226,11460_mask.png,20,1788.0,155.29646455628165,1.0182598872835678,48.87739763939975
227,11460_mask.png,21,2198.0,173.09545442950497,1.0798027518591475,54.56189146281496
228,11460_mask.png,22,1421.0,138.46803743153546,1.0518194461092043,43.41658669218482
229,11460_mask.png,23,1637.0,150.0243866176395,1.0722981429441147,48.04164859785725
230,11460_mask.png,24,1510.0,142.71067811865476,1.038463212012119,44.7213595499958
231,11460_mask.png,25,1989.0,163.78174593052023,1.034636673127823,51.419840528729765
232,11460_mask.png,26,1689.0,150.95331880577402,1.0783688188586944,48.010415536631214
233,11460_mask.png,27,2034.0,166.0243866176395,1.0274856011182052,51.62363799656123
234,11460_mask.png,28,1738.0,153.78174593052023,1.0504152208680038,48.02082881417188
235,11460_mask.png,29,2453.0,182.8528137423857,1.0408471872299765,56.824290580701486
236,11460_mask.png,30,1592.0,146.12489168102786,1.0572884345284812,46.17358552246078
237,11460_mask.png,31,1701.0,151.53910524340094,1.0473365440869038,47.51841748206689
238,11460_mask.png,32,1576.0,212.5979797464467,4.322856586911791,85.0
239,11461_mask.png,1,1846.0,161.98275605729688,1.3527883370749576,54.74486277268398
240,11461_mask.png,2,1527.0,146.5685424949238,1.211021292606311,47.20169488482379
241,11461_mask.png,3,1412.0,138.95331880577402,1.0529415669773068,43.68065933568311
242,11461_mask.png,4,1763.0,155.53910524340094,1.0625402372632695,48.83646178829912
243,11461_mask.png,5,1901.0,162.61017305526642,1.006967310590152,49.8196748283246
244,11461_mask.png,6,1931.0,163.19595949289334,1.0739899527498742,50.99019513592785
245,11461_mask.png,7,1989.0,165.4386001800126,1.0602373067181483,51.54609587543949
246,11461_mask.png,8,1695.0,153.78174593052023,1.0280687909048902,47.38143096192854
247,11461_mask.png,9,1540.0,146.12489168102786,1.1326091195170915,47.20169488482379
248,11461_mask.png,10,2086.0,169.4386001800126,1.0351322663662264,52.61178575186362
249,11461_mask.png,11,1762.0,154.71067811865476,1.0131428322326284,48.84669896727925
250,11461_mask.png,12,1941.0,162.0243866176395,1.0377690113107017,50.69516742254631
251,11461_mask.png,13,1121.0,122.8111831820431,1.1318147069776388,39.6232255123179
252,11461_mask.png,14,638.0,97.84062043356596,1.32495226598088,33.61547262794322
253,11461_mask.png,15,728.0,106.76955262170048,1.954847363686361,41.43669871020132
254,11461_mask.png,16,1756.0,153.29646455628165,1.0056933064350349,48.02082881417188
255,11461_mask.png,17,1746.0,153.53910524340094,1.0414159184244705,47.80167361086848
256,11461_mask.png,18,1675.0,150.95331880577402,1.017265824626273,46.87216658103186
257,11461_mask.png,19,1154.0,125.49747468305831,1.0715554048767022,39.96248240537617
258,11461_mask.png,20,1292.0,133.88225099390854,1.06975315029852,41.78516483155236
259,11461_mask.png,21,1686.0,152.36753236814712,1.0451848414557157,47.88527957525152
260,11461_mask.png,22,1516.0,143.29646455628165,1.035947064210862,44.59820624195552
261,11461_mask.png,23,651.0,106.52691193458118,1.9696642236809396,41.19465984809196
262,11461_mask.png,24,1852.0,158.36753236814712,1.040305507030428,49.36598018878993
263,11461_mask.png,25,1581.0,145.29646455628165,1.0581690529140024,45.70557952810576
264,11461_mask.png,26,1881.0,160.61017305526642,1.0187549806486826,50.32891812864648
265,11461_mask.png,27,1025.0,127.01219330881976,1.612751779571656,45.12205669071391
266,11461_mask.png,28,1705.0,151.29646455628165,1.0368301792999255,47.43416490252569
267,11461_mask.png,29,2137.0,171.09545442950497,1.0256447970873872,52.773099207835045
268,11461_mask.png,30,2297.0,178.2670273047588,1.0895561011853063,56.462376853972415
269,11461_mask.png,31,1321.0,133.88225099390854,1.0989327830872735,43.17406628984581
270,11461_mask.png,32,1504.0,144.12489168102783,1.0167583282484356,44.40720662234904
271,11461_mask.png,33,1453.0,139.88225099390854,1.034360332193518,44.10215414239989
272,11461_mask.png,34,1567.0,145.0538238691624,1.0620331265710738,45.880278987817846
273,11461_mask.png,35,1458.0,140.46803743153546,1.061459462346682,44.204072210600685
274,11461_mask.png,36,2258.0,176.2670273047588,1.054599854004418,54.81788029466298
275,11461_mask.png,37,1870.0,159.19595949289334,1.0112874192190466,48.87739763939975
276,11461_mask.png,38,1131.0,157.53910524340094,2.308494440875565,60.440052945046304
277,11461_mask.png,39,1548.0,153.05382386916236,1.059530776705736,49.4064773081425
278,11461_mask.png,40,1228.0,129.63961030678928,1.0799248927291336,40.85339643163099
279,11461_mask.png,41,2100.0,168.36753236814712,1.0131394757355652,52.009614495783374
280,11461_mask.png,42,1621.0,148.12489168102786,1.070449856783472,46.69047011971501
281,11461_mask.png,43,2016.0,165.78174593052023,1.0199978035070214,51.22499389946279
282,11461_mask.png,44,2476.0,185.09545442950497,1.093683150208604,59.07622195096772
283,11461_mask.png,45,1194.0,125.9827560572969,1.0620848328815051,40.22437072223753
284,11461_mask.png,46,1498.0,142.71067811865476,1.030293259945127,44.14748010928823
285,11461_mask.png,47,1515.0,143.53910524340094,1.0648031463876828,44.9221548904324
286,11461_mask.png,48,1406.0,139.1959594928933,1.0702452261530115,43.965895873961216
287,11461_mask.png,49,1416.0,138.46803743153546,1.0483058256278597,43.41658669218482
288,11461_mask.png,50,2504.0,185.9238815542512,1.0401335785893175,57.4543296888929
289,11461_mask.png,51,831.0,130.79898987322332,2.671866460762515,51.86520991955976
290,11462_mask.png,1,1350.0,149.7401153701776,1.6407445762043993,55.326304774492215
291,11462_mask.png,2,3251.0,215.58073580374355,1.0333142500554884,67.67569726275453
292,11462_mask.png,3,1924.0,161.78174593052023,1.0261541253444464,50.0
293,11462_mask.png,4,415.0,75.01219330881975,1.0946565566273905,24.33105012119288
294,11462_mask.png,5,1990.0,164.2670273047588,1.0427664974349866,51.62363799656123
295,11462_mask.png,6,1511.0,142.81118318204307,1.0033457496761284,44.82186966202994
296,11462_mask.png,7,1893.0,159.78174593052023,1.05840829405765,50.24937810560445
297,11462_mask.png,8,1546.0,147.61017305526642,1.017442945417231,45.39823785126467
298,11462_mask.png,9,1542.0,146.12489168102786,1.0398754030686628,45.803929962395145
299,11462_mask.png,10,1459.0,141.88225099390854,1.1241108528565955,46.09772228646444
300,11462_mask.png,11,1384.0,138.95331880577402,1.0905338445787378,43.68065933568311
301,11462_mask.png,12,1422.0,142.12489168102786,1.0420279763893527,44.553338819890925
302,11462_mask.png,13,1654.0,153.53910524340094,1.2930148317033,52.172789842982326
303,11462_mask.png,14,1935.0,161.53910524340094,1.0247739244997498,50.44799302251776
304,11462_mask.png,15,1779.0,156.95331880577402,1.0777527685413737,49.92995093127971
305,11462_mask.png,16,1793.0,156.95331880577402,1.0221512353941058,48.16637831516918
306,11462_mask.png,17,1405.0,138.71067811865476,1.1177123610116824,44.384682042344295
307,11462_mask.png,18,1770.0,158.12489168102783,1.180369911155863,50.47771785649585
308,11462_mask.png,19,1701.0,153.29646455628165,1.0203270392951511,47.80167361086848
309,11462_mask.png,20,1713.0,152.95331880577402,1.0301238519224576,47.29693436154187
310,11462_mask.png,21,2217.0,174.0243866176395,1.0324326343091643,53.907327887774215
311,11462_mask.png,22,2226.0,174.0243866176395,1.0020979537091967,53.41348144429457
312,11462_mask.png,23,1469.0,141.53910524340094,1.0376183178863998,43.60045871318328
313,11462_mask.png,24,1223.0,127.39696961967,1.0910035398158584,40.85339643163099
314,11462_mask.png,25,1776.0,155.29646455628165,1.0737395213771257,48.87739763939975
315,11462_mask.png,26,1546.0,149.4386001800126,1.1738223646473074,49.24428900898052
316,11462_mask.png,27,1575.0,146.95331880577405,1.0791835522029736,46.389654018972806
317,11462_mask.png,28,2453.0,181.9238815542512,1.028628100075777,56.93856338194704
318,11462_mask.png,29,390.0,71.35533905932738,1.0965935062177974,23.194827009486403
319,11462_mask.png,30,1634.0,150.46803743153546,1.152112489644874,48.05205510693585
320,11462_mask.png,31,1612.0,147.53910524340094,1.0386853069995576,46.09772228646444
321,11462_mask.png,32,1677.0,151.19595949289334,1.034442778961437,47.53945729601885
322,11462_mask.png,33,2227.0,175.4386001800126,1.0741016304800468,55.60575509783138
323,11462_mask.png,34,423.0,89.45584412271572,2.6027183419841085,37.21558813185679
324,11462_mask.png,35,1971.0,162.95331880577402,1.0858148056699564,53.009433122794285
325,11462_mask.png,36,3562.0,222.8944443027283,1.0771125452622377,69.6419413859206
326,11462_mask.png,37,1698.0,152.95331880577402,1.056045626104304,47.67598976424087
327,11462_mask.png,38,1543.0,145.29646455628165,1.026544621598645,45.35416188179427
328,11462_mask.png,39,1081.0,121.39696961967,1.028496293188087,38.07886552931954
329,11462_mask.png,40,1749.0,154.61017305526642,1.0886972490527265,50.0
330,11462_mask.png,41,1553.0,144.46803743153546,1.007219943993468,44.94441010848846
331,11462_mask.png,42,1657.0,204.6274169979695,4.161634654964038,85.5102333057278
332,11462_mask.png,43,488.0,95.76955262170046,2.315983411533212,38.897300677553446
333,11463_mask.png,1,2222.0,175.9827560572969,1.1580379767630606,56.586217403180434
334,11463_mask.png,2,639.0,104.18376618407356,2.092137594098129,41.30375285612676
335,11463_mask.png,3,2557.0,185.6812408671319,1.0948714747482244,59.40538696111658
336,11463_mask.png,4,2268.0,174.8528137423857,1.0496738304914597,55.21775076911409
